dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,time,susceptibles,infected,recovered,dead
22/11/2020,22,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,273,132,198,66447,33223
23/11/2020,23,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,274,132,192,66451,33225
24/11/2020,24,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,275,132,186,66455,33227
25/11/2020,25,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,276,132,181,66458,33229
26/11/2020,26,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,277,132,176,66461,33231
27/11/2020,27,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,278,132,171,66464,33233
28/11/2020,28,11,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,279,132,166,66468,33234
29/11/2020,29,11,2020,1,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,280,131,161,66472,33236
30/11/2020,30,11,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,281,131,156,66475,33238
01/12/2020,1,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,282,131,151,66479,33239
02/12/2020,2,12,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,283,131,147,66481,33241
03/12/2020,3,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,284,131,143,66484,33242
04/12/2020,4,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,285,131,139,66487,33243
05/12/2020,5,12,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,286,131,135,66489,33245
06/12/2020,6,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,287,131,131,66492,33246
07/12/2020,7,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,288,131,127,66495,33247
08/12/2020,8,12,2020,0,2,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,289,131,123,66497,33249
09/12/2020,9,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,290,131,120,66499,33250
10/12/2020,10,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,291,131,116,66502,33251
11/12/2020,11,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,292,131,113,66504,33252
12/12/2020,12,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,293,131,109,66507,33253
13/12/2020,13,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,294,131,106,66509,33254
14/12/2020,14,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,295,131,103,66511,33255
15/12/2020,15,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,296,131,100,66513,33256
16/12/2020,16,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,297,131,97,66515,33257
17/12/2020,17,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,298,131,94,66517,33258
18/12/2020,18,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,299,131,92,66518,33259
19/12/2020,19,12,2020,0,1,SIRD_ODE_N100000,XX,XXX,100000,Artificialia,300,131,89,66520,33260
23/02/2020,23,2,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,0,99997,3,0,0
24/02/2020,24,2,2020,4,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,1,99996,4,0,0
25/02/2020,25,2,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,2,99996,4,0,0
26/02/2020,26,2,2020,1,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,3,99995,5,0,0
27/02/2020,27,2,2020,1,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,4,99994,6,0,0
28/02/2020,28,2,2020,2,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,5,99992,7,1,0
29/02/2020,29,2,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,6,99991,8,1,0
01/03/2020,1,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,7,99989,10,1,0
02/03/2020,2,3,2020,5,1,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,8,99987,12,0,1
03/03/2020,3,3,2020,3,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,9,99984,14,1,1
04/03/2020,4,3,2020,3,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,10,99981,16,2,1
05/03/2020,5,3,2020,3,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,11,99978,19,2,1
06/03/2020,6,3,2020,4,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,12,99974,23,2,1
07/03/2020,7,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,13,99969,27,3,1
08/03/2020,8,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,14,99963,32,3,2
09/03/2020,9,3,2020,18,1,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,15,99956,38,4,2
10/03/2020,10,3,2020,9,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,16,99947,45,6,2
11/03/2020,11,3,2020,10,1,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,17,99937,54,6,3
12/03/2020,12,3,2020,11,1,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,18,99926,64,6,4
13/03/2020,13,3,2020,14,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,19,99912,76,8,4
14/03/2020,14,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,20,99895,89,11,5
15/03/2020,15,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,21,99876,106,12,6
16/03/2020,16,3,2020,59,3,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,22,99853,125,15,7
17/03/2020,17,3,2020,26,2,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,23,99827,148,16,9
18/03/2020,18,3,2020,32,1,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,24,99795,175,20,10
19/03/2020,19,3,2020,38,2,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,25,99757,207,24,12
20/03/2020,20,3,2020,45,2,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,26,99712,245,29,14
21/03/2020,21,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,27,99659,290,34,17
22/03/2020,22,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,28,99595,344,41,20
23/03/2020,23,3,2020,192,10,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,29,99520,408,48,24
24/03/2020,24,3,2020,89,4,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,30,99431,484,57,28
25/03/2020,25,3,2020,105,6,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,31,99326,573,67,34
26/03/2020,26,3,2020,124,6,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,32,99202,678,80,40
27/03/2020,27,3,2020,145,7,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,33,99057,801,95,47
28/03/2020,28,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,34,98886,947,111,56
29/03/2020,29,3,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,35,98684,1118,132,66
30/03/2020,30,3,2020,611,31,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,36,98446,1320,156,78
31/03/2020,31,3,2020,282,14,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,37,98164,1558,186,92
01/04/2020,1,4,2020,332,17,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,38,97832,1840,219,109
02/04/2020,2,4,2020,392,20,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,39,97440,2171,260,129
03/04/2020,3,4,2020,461,24,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,40,96979,2561,307,153
04/04/2020,4,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,41,96438,3019,362,181
05/04/2020,5,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,42,95805,3552,429,214
06/04/2020,6,4,2020,1910,100,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,43,95069,4173,505,253
07/04/2020,7,4,2020,848,45,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,44,94221,4886,595,298
08/04/2020,8,4,2020,979,52,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,45,93242,5707,701,350
09/04/2020,9,4,2020,1136,62,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,46,92106,6658,824,412
10/04/2020,10,4,2020,1317,72,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,47,90789,7759,968,484
11/04/2020,11,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,48,89270,9026,1136,568
12/04/2020,12,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,49,87532,10471,1331,666
13/04/2020,13,4,2020,5227,295,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,50,85562,12102,1557,779
14/04/2020,14,4,2020,2212,130,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,51,83350,13924,1817,909
15/04/2020,15,4,2020,2461,149,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,52,80889,15937,2116,1058
16/04/2020,16,4,2020,2711,170,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,53,78178,18138,2456,1228
17/04/2020,17,4,2020,2962,193,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,54,75216,20522,2841,1421
18/04/2020,18,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,55,72000,23084,3277,1639
19/04/2020,19,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,56,68542,25810,3765,1883
20/04/2020,20,4,2020,10324,733,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,57,64892,28645,4309,2154
21/04/2020,21,4,2020,3794,300,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,58,61098,31539,4909,2454
22/04/2020,22,4,2020,3890,330,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,59,57208,34441,5567,2784
23/04/2020,23,4,2020,3938,358,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,60,53270,37305,6283,3142
24/04/2020,24,4,2020,3943,386,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,61,49327,40088,7057,3528
25/04/2020,25,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,62,45424,42748,7885,3943
26/04/2020,26,4,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,63,41604,45246,8767,4383
27/04/2020,27,4,2020,11420,1321,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,64,37907,47548,9696,4849
28/04/2020,28,4,2020,3534,487,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,65,34373,49619,10672,5336
29/04/2020,29,4,2020,3331,506,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,66,31042,51431,11685,5842
30/04/2020,30,4,2020,3091,523,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,67,27951,52955,12729,6365
01/05/2020,1,5,2020,2837,536,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,68,25114,54184,13801,6901
02/05/2020,2,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,69,22519,55139,14895,7447
03/05/2020,3,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,70,20156,55838,16004,8002
04/05/2020,4,5,2020,7099,1661,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,71,18015,56298,17125,8562
05/05/2020,5,5,2020,1931,565,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,72,16084,56536,18253,9127
06/05/2020,6,5,2020,1733,565,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,73,14351,56571,19386,9692
07/05/2020,7,5,2020,1546,566,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,74,12805,56422,20515,10258
08/05/2020,8,5,2020,1375,563,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,75,11430,56107,21642,10821
09/05/2020,9,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,76,10213,55645,22762,11380
10/05/2020,10,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,77,9140,55057,23869,11934
11/05/2020,11,5,2020,3237,1660,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,78,8193,54363,24963,12481
12/05/2020,12,5,2020,838,540,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,79,7355,53582,26042,13021
13/05/2020,13,5,2020,741,531,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,80,6614,52730,27104,13552
14/05/2020,14,5,2020,658,522,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,81,5956,51820,28150,14074
15/05/2020,15,5,2020,584,514,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,82,5372,50865,29175,14588
16/05/2020,16,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,83,4852,49873,30183,15092
17/05/2020,17,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,84,4388,48855,31171,15586
18/05/2020,18,5,2020,1397,1482,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,85,3975,47817,32138,16070
19/05/2020,19,5,2020,367,473,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,86,3608,46764,33085,16543
20/05/2020,20,5,2020,324,462,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,87,3284,45700,34011,17005
21/05/2020,21,5,2020,285,452,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,88,2999,44629,34915,17457
22/05/2020,22,5,2020,253,441,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,89,2746,43560,35796,17898
23/05/2020,23,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,90,2519,42496,36657,18328
24/05/2020,24,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,91,2316,41440,37496,18748
25/05/2020,25,5,2020,612,1259,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,92,2134,40395,38314,19157
26/05/2020,26,5,2020,163,399,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,93,1971,39362,39111,19556
27/05/2020,27,5,2020,148,388,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,94,1823,38344,39889,19944
28/05/2020,28,5,2020,133,379,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,95,1690,37342,40645,20323
29/05/2020,29,5,2020,121,368,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,96,1569,36357,41383,20691
30/05/2020,30,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,97,1460,35389,42101,21050
31/05/2020,31,5,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,98,1362,34441,42798,21399
01/06/2020,1,6,2020,297,1048,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,99,1272,33511,43478,21739
02/06/2020,2,6,2020,81,330,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,100,1191,32601,44139,22069
03/06/2020,3,6,2020,75,322,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,101,1116,31711,44782,22391
04/06/2020,4,6,2020,67,313,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,102,1049,30840,45407,22704
05/06/2020,5,6,2020,62,304,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,103,987,29990,46015,23008
06/06/2020,6,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,104,930,29159,46607,23304
07/06/2020,7,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,105,878,28348,47183,23591
08/06/2020,8,6,2020,156,863,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,106,831,27558,47740,23871
09/06/2020,9,6,2020,44,271,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,107,787,26786,48285,24142
10/06/2020,10,6,2020,41,264,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,108,746,26034,48814,24406
11/06/2020,11,6,2020,37,257,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,109,709,25302,49326,24663
12/06/2020,12,6,2020,35,250,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,110,674,24588,49825,24913
13/06/2020,13,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,111,642,23893,50310,25155
14/06/2020,14,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,112,613,23216,50780,25391
15/06/2020,15,6,2020,89,706,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,113,585,22557,51239,25619
16/06/2020,16,6,2020,25,223,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,114,560,21915,51683,25842
17/06/2020,17,6,2020,24,216,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,115,536,21291,52115,26058
18/06/2020,18,6,2020,22,210,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,116,514,20683,52535,26268
19/06/2020,19,6,2020,21,204,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,117,493,20092,52943,26472
20/06/2020,20,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,118,474,19517,53339,26670
21/06/2020,21,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,119,456,18958,53724,26862
22/06/2020,22,6,2020,53,577,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,120,440,18414,54097,27049
23/06/2020,23,6,2020,16,181,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,121,424,17885,54461,27230
24/06/2020,24,6,2020,14,177,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,122,410,17371,54812,27407
25/06/2020,25,6,2020,14,171,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,123,396,16871,55155,27578
26/06/2020,26,6,2020,13,166,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,124,383,16385,55488,27744
27/06/2020,27,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,125,371,15913,55811,27905
28/06/2020,28,6,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,126,360,15454,56124,28062
29/06/2020,29,6,2020,34,470,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,127,349,15007,56430,28214
30/06/2020,30,6,2020,10,148,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,128,339,14574,56725,28362
01/07/2020,1,7,2020,10,144,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,129,329,14153,57012,28506
02/07/2020,2,7,2020,9,139,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,130,320,13743,57292,28645
03/07/2020,3,7,2020,8,136,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,131,312,13345,57562,28781
04/07/2020,4,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,132,303,12958,57826,28913
05/07/2020,5,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,133,296,12582,58081,29041
06/07/2020,6,7,2020,24,384,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,134,288,12217,58330,29165
07/07/2020,7,7,2020,7,121,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,135,281,11862,58571,29286
08/07/2020,8,7,2020,7,117,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,136,274,11517,58806,29403
09/07/2020,9,7,2020,6,114,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,137,268,11182,59033,29517
10/07/2020,10,7,2020,6,110,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,138,262,10857,59254,29627
11/07/2020,11,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,139,256,10541,59469,29734
12/07/2020,12,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,140,251,10234,59677,29838
13/07/2020,13,7,2020,16,312,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,141,246,9936,59879,29939
14/07/2020,14,7,2020,5,98,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,142,241,9647,60075,30037
15/07/2020,15,7,2020,4,95,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,143,237,9366,60265,30132
16/07/2020,16,7,2020,4,93,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,144,233,9093,60449,30225
17/07/2020,17,7,2020,4,89,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,145,229,8828,60629,30314
18/07/2020,18,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,146,225,8571,60803,30401
19/07/2020,19,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,147,222,8321,60971,30486
20/07/2020,20,7,2020,10,253,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,148,219,8079,61135,30567
21/07/2020,21,7,2020,3,80,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,149,216,7844,61293,30647
22/07/2020,22,7,2020,3,77,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,150,213,7615,61448,30724
23/07/2020,23,7,2020,3,75,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,151,210,7394,61597,30799
24/07/2020,24,7,2020,3,72,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,152,207,7179,61743,30871
25/07/2020,25,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,153,205,6970,61883,30942
26/07/2020,26,7,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,154,203,6767,62020,31010
27/07/2020,27,7,2020,7,206,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,155,200,6570,62153,31077
28/07/2020,28,7,2020,2,64,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,156,198,6379,62282,31141
29/07/2020,29,7,2020,2,63,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,157,196,6193,62407,31204
30/07/2020,30,7,2020,2,60,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,158,194,6013,62529,31264
31/07/2020,31,7,2020,2,59,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,159,192,5838,62647,31323
01/08/2020,1,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,160,190,5668,62761,31381
02/08/2020,2,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,161,188,5502,62873,31437
03/08/2020,3,8,2020,6,168,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,162,186,5342,62981,31491
04/08/2020,4,8,2020,2,53,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,163,184,5185,63087,31544
05/08/2020,5,8,2020,2,51,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,164,182,5034,63189,31595
06/08/2020,6,8,2020,2,50,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,165,180,4886,63289,31645
07/08/2020,7,8,2020,2,48,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,166,178,4743,63386,31693
08/08/2020,8,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,167,177,4604,63479,31740
09/08/2020,9,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,168,175,4469,63571,31785
10/08/2020,10,8,2020,4,136,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,169,174,4338,63659,31829
11/08/2020,11,8,2020,2,43,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,170,172,4211,63745,31872
12/08/2020,12,8,2020,1,42,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,171,171,4087,63828,31914
13/08/2020,13,8,2020,2,40,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,172,169,3968,63909,31954
14/08/2020,14,8,2020,1,40,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,173,168,3851,63987,31994
15/08/2020,15,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,174,167,3738,64063,32032
16/08/2020,16,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,175,165,3629,64137,32069
17/08/2020,17,8,2020,4,110,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,176,164,3523,64209,32104
18/08/2020,18,8,2020,1,35,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,177,163,3420,64278,32139
19/08/2020,19,8,2020,1,34,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,178,162,3320,64345,32173
20/08/2020,20,8,2020,1,32,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,179,161,3223,64411,32205
21/08/2020,21,8,2020,1,32,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,180,160,3129,64474,32237
22/08/2020,22,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,181,159,3037,64536,32268
23/08/2020,23,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,182,158,2949,64595,32298
24/08/2020,24,8,2020,3,90,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,183,157,2863,64653,32327
25/08/2020,25,8,2020,0,28,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,184,157,2780,64708,32355
26/08/2020,26,8,2020,1,27,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,185,156,2699,64763,32382
27/08/2020,27,8,2020,1,26,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,186,155,2620,64817,32408
28/08/2020,28,8,2020,1,26,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,187,154,2544,64868,32434
29/08/2020,29,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,188,153,2470,64918,32459
30/08/2020,30,8,2020,0,0,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,189,153,2398,64966,32483
31/08/2020,31,8,2020,2,72,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,190,152,2329,65013,32506
01/09/2020,1,9,2020,1,23,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,191,151,2261,65059,32529
02/09/2020,2,9,2020,0,22,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,192,151,2195,65103,32551
03/09/2020,3,9,2020,1,22,SIRD_ODE_N100000_WD,XX,XXX,100000,Artificialia,193,150,2131,65146,32573
